name,number,email,website,category,url
富聯投資集團,905-238-0883,,,Financial Consultant 理財顧問,https://www.canadayp.ca/mississauga/local-business/富聯投資集團
富苑海鮮酒家,905-828-6686,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/富苑海鮮酒家
富豪影視,905-608-8338,,,"Electronics Equipment 家電設備, Video Shop 影視店",https://www.canadayp.ca/mississauga/local-business/富豪影視
寶福殯儀館,905-279-7663,,,Funeral Services 殯儀墓園,https://www.canadayp.ca/mississauga/local-business/寶福殯儀館
小林Benny Lin--房產經紀,647-892-9093,,,Real Estate Agent 房地産經紀,https://www.canadayp.ca/mississauga/local-business/小林benny-lin-房產經紀
嶽氏萬全堂門診部,416-459-7870,,,"Chinese Medicine Practitioners 中醫診所, Chinese Medicine 中醫中藥, Phamacy Chinese 中藥保健, Chinese Herbs 中草藥行",https://www.canadayp.ca/mississauga/local-business/嶽氏萬全堂門診部
巨龍集團北美禮品購物中心,905-896-8645,,,Gift Shops 禮品店,https://www.canadayp.ca/mississauga/local-business/巨龍集團北美禮品購物中心
庇詩莉國際纖體美容中心,905-306-1131,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/mississauga/local-business/庇詩莉國際纖體美容中心
康翠酒樓,905-890-9338,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/康翠酒樓
康華閣高級麵包西餅,905-828-8183,,,"Bakery Shops 麵包店, Cake Shop 西餅店",https://www.canadayp.ca/mississauga/local-business/康華閣高級麵包西餅
廣告媒體,905-629-1388,,,Advertising 廣告公司,https://www.canadayp.ca/mississauga/local-business/廣告媒體
廿一世紀匯豐地產,1-888-279-2188,,,Real Estate Company 房地産公司,https://www.canadayp.ca/mississauga/local-business/廿一世紀匯豐地產
廿一世紀嘉禾地產公司,905-828-2121,,,Real Estate Company 房地産公司,https://www.canadayp.ca/mississauga/local-business/廿一世紀嘉禾地產公司
張乃仁冷暖氣工程,416-918-1198,,,Heating 暖氣工程,https://www.canadayp.ca/mississauga/local-business/張乃仁冷暖氣工程
張竹假牙診所,416-900-2408,,,Dentist 牙醫診所,https://www.canadayp.ca/mississauga/local-business/張竹假牙診所
張紫薇女中醫,905-502-6632,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/張紫薇女中醫
張蓬--專業信貸服務,905-817-0790,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/張蓬-專業信貸服務
心滿意足健康中心,905-919-9799,,,"Chinese Medicine Practitioners 中醫診所, Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/mississauga/local-business/心滿意足健康中心
怡豐酒家,905-821-1313,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/怡豐酒家
恆信--專業信貸服務,905-896-8868,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/恆信-專業信貸服務
惠風堂,416-723-5452,,,Art Gallery 畫廊畫框,https://www.canadayp.ca/mississauga/local-business/惠風堂
技佳電腦 ACETEC COMPUTERS,905-276-3891,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/mississauga/local-business/技佳電腦-acetec-computers
捷達冷暖氣公司,905-820-3388,,,Heating 暖氣工程,https://www.canadayp.ca/mississauga/local-business/捷達冷暖氣公司
新世界保險,905-890-3833,,,Insurance 保險公司,https://www.canadayp.ca/mississauga/local-business/新世界保險
新世界電業,905-896-0500,,,Electronics Equipment 家電設備,https://www.canadayp.ca/mississauga/local-business/新世界電業
新浪髮型设计,905-897-6303,,,Hair Salons 髮型屋,https://www.canadayp.ca/mississauga/local-business/新浪髮型设计
智達教育中心,905-502-5630,,,Montessori 幼兒園,https://www.canadayp.ca/mississauga/local-business/智達教育中心
暢明眼鏡,905-566-9000,,,Optical Shop 眼鏡驗眼,https://www.canadayp.ca/mississauga/local-business/暢明眼鏡
月半灣高級發廊,905-820-3731,,,Hair Salons 髮型屋,https://www.canadayp.ca/mississauga/local-business/月半灣高級發廊
東亞旅遊,905-896-2343,,,Travel Agencies 旅行社,https://www.canadayp.ca/mississauga/local-business/東亞旅遊
東方奧林匹克數學學校--ALICE HU,416-332-9920,,,Montessori 幼兒園,https://www.canadayp.ca/mississauga/local-business/東方奧林匹克數學學校-alice-hu
楊如意律師,905-276-8288,,,Lawyers 法律公證,https://www.canadayp.ca/mississauga/local-business/楊如意律師
楓葉保健中心,905-232-8818,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/楓葉保健中心
欣玥韓式半永久紋繡,416-828-3981,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/mississauga/local-business/欣玥韓式半永久紋繡
歡樂搬運運輸倉儲公司,416-898-8182,,,"Logistics 物流貨運, Moving Company 搬運公司",https://www.canadayp.ca/mississauga/local-business/歡樂搬運運輸倉儲公司
毛國雲中醫腫瘤專家,905-272-2503,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/毛國雲中醫腫瘤專家
沙發廠家直銷,905-612-1515,,,Furniture 傢俱,https://www.canadayp.ca/mississauga/local-business/沙發廠家直銷
海壽司日韓料理,905-896-8994,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/mississauga/local-business/海壽司日韓料理
海悅盛宴,905-566-9888,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/海悅盛宴
滿地可銀行,905-670-3445,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/滿地可銀行
滿州鑊 Manchu Wok,905-820-1777,,,Fast Food 快餐店,https://www.canadayp.ca/mississauga/local-business/滿州鑊-manchu-wok
潮州佬,905-803-8783,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/mississauga/local-business/潮州佬
烈治文山一站式多服務中心,909-270-9988,,,Community Organization 社區團體,https://www.canadayp.ca/mississauga/local-business/烈治文山一站式多服務中心
燒鴨屋,905-848-1687,,,Chinese Barbecue 燒味飯店,https://www.canadayp.ca/mississauga/local-business/燒鴨屋
玫瑰餅屋,905-566-9015,,,"Bakery Shops 麵包店, Cake and Pastry Retail 西式糕餅零售, Cake Shop 西餅店, Cake and Pastry Retail and Wholesale 西式糕餅零售及批發, Cake and Pastry Wholesale 西式糕餅批發",https://www.canadayp.ca/mississauga/local-business/玫瑰餅屋
環球旅行社,905-566-8222,,,Travel Agencies 旅行社,https://www.canadayp.ca/mississauga/local-business/環球旅行社
白醫生牙醫診所,905-270-3161,,,Dentist 牙醫診所,https://www.canadayp.ca/mississauga/local-business/白醫生牙醫診所
皇家銀行,905-567-7202,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/皇家銀行
益康西藥房,905-828-8877,,,Phamacy 西藥店,https://www.canadayp.ca/mississauga/local-business/益康西藥房
空調充氟-KEVIN,416-520-7853,,,Car Repair 汽車維修,https://www.canadayp.ca/mississauga/local-business/空調充氟-kevin
築夢家庭旅館--林先生,416-939-2545,,,Homestay 家庭旅館,https://www.canadayp.ca/mississauga/local-business/築夢家庭旅館-林先生
約聯皮具精品店,905-566-0651,,,Boutiques 時裝店,https://www.canadayp.ca/mississauga/local-business/約聯皮具精品店
紅寶石美容,905-608-1665,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/mississauga/local-business/紅寶石美容
美加櫥櫃公司--shawn,647-966-1195,,,Kitchen Cabinets 廚櫃酒吧,https://www.canadayp.ca/mississauga/local-business/美加櫥櫃公司-shawn
美視眼鏡,905-306-1188,,,Optical Shop 眼鏡驗眼,https://www.canadayp.ca/mississauga/local-business/美視眼鏡
美食軒,905-569-1488,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/美食軒
老友記小廚,905-848-2010,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/老友記小廚
耆暉會-密西沙加社區服務中心,905-270-9988,,,Community Organization 社區團體,https://www.canadayp.ca/mississauga/local-business/耆暉會-密西沙加社區服務中心
聖兒髮廊,905-277-9316,,,Hair Salons 髮型屋,https://www.canadayp.ca/mississauga/local-business/聖兒髮廊
聯合保險,905-602-1388,,,Insurance 保險公司,https://www.canadayp.ca/mississauga/local-business/聯合保險
聯邦商業發展銀行,905-566-6417,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/聯邦商業發展銀行
胡同善同善堂中醫診所,647-881-1688,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/胡同善同善堂中醫診所
至尚櫥櫃--Ben 杜先生,416-837-8378,,,Kitchen Cabinets 廚櫃酒吧,https://www.canadayp.ca/mississauga/local-business/至尚櫥櫃-ben-杜先生
華人移民服務仲介公司--徐律,647-505-6292,,,Immigration Consultants 移民顧問,https://www.canadayp.ca/mississauga/local-business/華人移民服務仲介公司-徐律
萬寧藥房,905-270-2870,,,Phamacy 西藥店,https://www.canadayp.ca/mississauga/local-business/萬寧藥房
葉秀芬律師樓,905-804-1316,,,Lawyers 法律公證,https://www.canadayp.ca/mississauga/local-business/葉秀芬律師樓
蔡慶仁牙醫師,905-828-1692,,,Dentist 牙醫診所,https://www.canadayp.ca/mississauga/local-business/蔡慶仁牙醫師
蔡永楷牙醫,905-275-3838,,,Dentist 牙醫診所,https://www.canadayp.ca/mississauga/local-business/蔡永楷牙醫
蔡藝豔小姐 - 房產經紀,416-839-3456,,,Real Estate Agent 房地産經紀,https://www.canadayp.ca/mississauga/local-business/蔡藝豔小姐-房產經紀
藝名髮屋,905-897-7373,,,Hair Salons 髮型屋,https://www.canadayp.ca/mississauga/local-business/藝名髮屋
訊聯電話,905-629-0029,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/mississauga/local-business/訊聯電話
豪力傢俬--方小姐,905-602-1088,,,Furniture 傢俱,https://www.canadayp.ca/mississauga/local-business/豪力傢俬-方小姐
道明加拿大信託,905-625-8400,,,"Loan services 貸款財務, Banking Services 銀行金融",https://www.canadayp.ca/mississauga/local-business/道明加拿大信託
鄭啟池眼科及視光學醫生,905-281-8075,,,Family Doctors 家庭醫生,https://www.canadayp.ca/mississauga/local-business/鄭啟池眼科及視光學醫生
醫匙治療中心,905-281-8580,,,"Chinese Medicine Practitioners 中醫診所, Acupressure 推拿足療, Acupuncture 針灸治療",https://www.canadayp.ca/mississauga/local-business/醫匙治療中心
金滿樓,905-273-7666,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/金滿樓
金福園海鮮燒臘飯店,905-276-1728,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店, Chinese Barbecue 燒味飯店",https://www.canadayp.ca/mississauga/local-business/金福園海鮮燒臘飯店
金都城酒樓,905-897-8228,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/金都城酒樓
陳德慶律師行,905-712-2888,,,Lawyers 法律公證,https://www.canadayp.ca/mississauga/local-business/陳德慶律師行
陳貴清跌打醫師,905-270-7388,,,Bonesetters 跌打中醫,https://www.canadayp.ca/mississauga/local-business/陳貴清跌打醫師
"陳頤,張大平中醫師診所",905-290-6845,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/陳頤張大平中醫師診所
陽光水族,905-897-7869,,,Aquarium Shop 水族店,https://www.canadayp.ca/mississauga/local-business/陽光水族
馬嘯天律師,905-272-1600,,,Lawyers 法律公證,https://www.canadayp.ca/mississauga/local-business/馬嘯天律師
馬東來中醫,416-843-0156,,,Chinese Medicine Practitioners 中醫診所,https://www.canadayp.ca/mississauga/local-business/馬東來中醫
鳳凰租車公司,905-607-3773,,,Car Rental 租車服務,https://www.canadayp.ca/mississauga/local-business/鳳凰租車公司
黃浦江海鮮酒家,905-270-3800,,,"Chinese Restaurants 酒樓飯店, Cantonese Restaurants 廣東菜, Restaurants Chinese Style 酒樓飯店, Restaurants Cantonese 廣東菜",https://www.canadayp.ca/mississauga/local-business/黃浦江海鮮酒家
MK Appliance Service 明球家庭電器維修,416-803-8891,mkappliance416@gmail.com,https://www.canadayp.ca/mk-appliance-service,"Heating 暖氣工程, Electronics Equipment 家電設備, Electrical Repair and Maintenance 電器維修, Air Conditioning 冷暖空調",https://www.canadayp.ca/mk-appliance-service
"Kong, Terry T. Dr. D.D.S.",905-853-5711,,,Dentist 牙醫診所,https://www.canadayp.ca/newmarket/local-business/kong-terry-t-dr-dds
Little Brother’s Kitchen,(905) 898-7733,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/newmarket/local-business/little-brother’s-kitchen
Mattress Country,905-895-8488,,,Furniture 傢俱,https://www.canadayp.ca/newmarket/local-business/mattress-country
Mercedes-Benz,905-853-6868,,,"Car Dealer 汽車經銷商, Car Leasing 汽車租賃",https://www.canadayp.ca/newmarket/local-business/mercedes-benz
Pharmacy 2 Drug & Food,905-898-1086,,,Phamacy 西藥店,https://www.canadayp.ca/newmarket/local-business/pharmacy-2-drug-food
Staples Business Depot,905-898-3956,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/newmarket/local-business/staples-business-depot
Thano Shoes,905-830-4352,,,Boutiques 時裝店,https://www.canadayp.ca/newmarket/local-business/thano-shoes
The Bay,905-853-0986,,,Department Stores 百貨公司,https://www.canadayp.ca/newmarket/local-business/the-bay
X COPPER Legal Services Inc,905-954-1148,,,Ticket Consultants 告票專家,https://www.canadayp.ca/newmarket/local-business/x-copper-legal-services-inc
二胡專業教師--李老師,905-235-6889,,,Extra Curricular Activities 課外活動,https://www.canadayp.ca/newmarket/local-business/二胡專業教師-李老師
佔臣皮具公司,905-953-1855,,,Boutiques 時裝店,https://www.canadayp.ca/newmarket/local-business/佔臣皮具公司
四季寵物寄養所,905-853-6957,,,Pet Shop 寵物店,https://www.canadayp.ca/newmarket/local-business/四季寵物寄養所
汽車，房屋保險--William,647-989-9705,,,Insurance 保險公司,https://www.canadayp.ca/newmarket/local-business/汽車，房屋保險-william
OCETV 婚慶攝像攝影--Sara,289-477-5085,,,"Wedding Studio 婚紗攝影, Photo Center 影樓錄影, Photographers 攝影師",https://www.canadayp.ca/niagara-falls/local-business/ocetv-婚慶攝像攝影-sara
Universal Inn,905-358-6243,,,Hotels and Inn 酒店賓館,https://www.canadayp.ca/niagara-falls/local-business/universal-inn
北美中文教育網--賀女士,416-839-6688,,,"Interest Classes 興趣班, Extra Curricular Activities 課外活動",https://www.canadayp.ca/niagara-falls/local-business/北美中文教育網-賀女士
彩木家居--Jerry chen,416-661-1719,,,"Furniture 傢俱, Kitchen Design 廚房設計, Kitchen Cabinets 廚櫃酒吧",https://www.canadayp.ca/nork-york/local-business/彩木家居-jerry-chen
2nd Time Around Tire Sales,416-398-6777,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/north-york/local-business/2nd-time-around-tire-sales
Acme Shelving & Store Fixtures,416-661-2442,,,Office Equipment and Accessories 辦公室設備,https://www.canadayp.ca/north-york/local-business/acme-shelving-store-fixtures
ACT 電腦,416-497-7020,,,"Computer Set Up 電腦裝配, Computer Stores 電腦零售, Computer Repair 電腦維修, Computer Assessories Stores 電腦配件",https://www.canadayp.ca/north-york/local-business/act-電腦
Active Circuits Inc,416-492-5464,,,Electronics Equipment 家電設備,https://www.canadayp.ca/north-york/local-business/active-circuits-inc
AdvancePro庫存管理軟件係統--Sarah,416-840-3940,,,Website Design 網站設計,https://www.canadayp.ca/north-york/local-business/advancepro庫存管理軟件係統-sarah
Allstate汽車保險,647-924-8127,,,"Insurance 保險公司, Car Insurance 汽車保險",https://www.canadayp.ca/north-york/local-business/allstate汽車保險
Anna Hu投資顧問,416-826-8268,,,Financial Consultant 理財顧問,https://www.canadayp.ca/north-york/local-business/anna-hu投資顧問
A.Y. Jackson Secondary School,416-395-3140,,,College 學院,https://www.canadayp.ca/north-york/local-business/ay-jackson-secondary-school
Baird Roofing,416-784-0415,,,Roofing 屋頂,https://www.canadayp.ca/north-york/local-business/baird-roofing
Bally健身中心,416-492-5857,,,Sports Accessories 運動用品,https://www.canadayp.ca/north-york/local-business/bally健身中心
Barbuti,416-730-9944,,,Boutiques 時裝店,https://www.canadayp.ca/north-york/local-business/barbuti-18185
Barkley Opticians and Hearing Centre,416-224-0420,,,"Optical Shop 眼鏡驗眼, Optometrist 視光師",https://www.canadayp.ca/north-york/local-business/barkley-opticians-and-hearing-centre
Ben Thanh,416-745-1900,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/north-york/local-business/ben-thanh
Bijan Window Coverings,416-913-2020,,,Curtains and Blinds 窗簾及百葉簾,https://www.canadayp.ca/north-york/local-business/bijan-window-coverings
Can-Rad Beauty Ltd,416-663-7373,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/north-york/local-business/can-rad-beauty-ltd
Canadian AEsthetic Academy,416-747-5104,,,"Beauty Products 美容化妝, Beauty Salon 美容院",https://www.canadayp.ca/north-york/local-business/canadian-aesthetic-academy
Canadian Elite Fashions,416-789-5400,,,Boutiques 時裝店,https://www.canadayp.ca/north-york/local-business/canadian-elite-fashions
Canadian Jewish News,416-391-1836,,,Newspaper 報社出版,https://www.canadayp.ca/north-york/local-business/canadian-jewish-news
Centre for Early Learning,416-499-5112,,,"Child Care Services 兒童看護, Baby Sitting 托兒服務",https://www.canadayp.ca/north-york/local-business/centre-for-early-learning
Chandler Renovations Ltd,416-421-3246,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/north-york/local-business/chandler-renovations-ltd
China Arts Capital,416-790-1793,,,"Art Gallery 畫廊畫框, Crafts 工藝品",https://www.canadayp.ca/north-york/local-business/china-arts-capital
Chiropractic & Rehab Wellness Center,416-915-2668,,,Family Doctors 家庭醫生,https://www.canadayp.ca/north-york/local-business/chiropractic-rehab-wellness-center
Clearview Industries Ltd,416-745-6666,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/north-york/local-business/clearview-industries-ltd
Congee Wong North York 天皇名粥(North York),(416) 493-8222,,,"Congee 粥品飯店, Hong Kong Style Restaurants 茶餐廳, Noodle 麵店, Restaurants Hong Kong Style 茶餐廳, Chinese Barbecue 燒味飯店",https://www.canadayp.ca/north-york/local-business/congee-wong-north-york-天皇名粥28north-york29
Crazy Don,416-225-1431,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/crazy-don
Credit Counselling Service of Toronto,416-228-3328,,,Financial Consultant 理財顧問,https://www.canadayp.ca/north-york/local-business/credit-counselling-service-of-toronto
Discount Car & Truck Rentals,416-744-6685,,,Car Rental 租車服務,https://www.canadayp.ca/north-york/local-business/discount-car-truck-rentals
Domino’s Pizza,(416) 730-1313,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/domino’s-pizza
"Dr Chu, Alfred",416-663-4758,,,Dentist 牙醫診所,https://www.canadayp.ca/north-york/local-business/dr-chu-alfred
"Dr Lee, John YC",416-445-4611,,,Family Doctors 家庭醫生,https://www.canadayp.ca/north-york/local-business/dr-lee-john-yc
Dr Melvyn A. Kay / Dr. Stephen M. Kay,416-223-2151,,,Family Doctors 家庭醫生,https://www.canadayp.ca/north-york/local-business/dr-melvyn-a-kay-dr-stephen-m-kay
Dr Sergei Naumov,416-739-8833,,,Family Doctors 家庭醫生,https://www.canadayp.ca/north-york/local-business/dr-sergei-naumov
Dr Suzanna Lai 誌康醫務所,416-508-5691,,,Family Doctors 家庭醫生,https://www.canadayp.ca/north-york/local-business/dr-suzanna-lai-誌康醫務所
Dr. Towayer 明皓齒科 Cedar Dental,416-733-0002,,,Dentist 牙醫診所,https://www.canadayp.ca/north-york/local-business/dr-towayer-明皓齒科-cedar-dental
DV Pledge Barrister & Solicitor,416-630-8702,,,Lawyers 法律公證,https://www.canadayp.ca/north-york/local-business/dv-pledge-barrister-solicitor
Enterprise Rent-A-Car,416-787-2636,,,Car Rental 租車服務,https://www.canadayp.ca/north-york/local-business/enterprise-rent-a-car
Equinox Financial Group,416-498-1444,,,Financial Consultant 理財顧問,https://www.canadayp.ca/north-york/local-business/equinox-financial-group
Everrest Media Inc,416-499-7288,,,Website Design 網站設計,https://www.canadayp.ca/north-york/local-business/everrest-media-inc
Extreme Fitness,416-222-0342,,,Sports Accessories 運動用品,https://www.canadayp.ca/north-york/local-business/extreme-fitness
FONGGE2000 風格2000,647-436-7198,,,Curtains and Blinds 窗簾及百葉簾,https://www.canadayp.ca/north-york/local-business/fongge2000-風格2000
Forever Living Products,416-491-7776,,,Health Food 保健食品,https://www.canadayp.ca/north-york/local-business/forever-living-products
Garyray Auto & Truck Collision Ltd,416-745-9300,,,Car Repair 汽車維修,https://www.canadayp.ca/north-york/local-business/garyray-auto-truck-collision-ltd
GINZA日本料理,416-512-0049,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/ginza日本料理
Gold Lease Ltd,416-446-1900,,,Car Rental 租車服務,https://www.canadayp.ca/north-york/local-business/gold-lease-ltd
Gooddeal Coating Inc,416-638-6388,,,Hardware Tools 五金工具,https://www.canadayp.ca/north-york/local-business/gooddeal-coating-inc
GTA pick up services 皇包車旅遊車隊,647-282-3243,,,Pick Up Services 接送服務,https://www.canadayp.ca/north-york/local-business/gta-pick-up-services-皇包車旅遊車隊
Hakim Optical,416-739-8888,,,Optical Shop 眼鏡驗眼,https://www.canadayp.ca/north-york/local-business/hakim-optical
Hamaru Sushi,416-229-6191,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/hamaru-sushi
Heritage Inn,416-742-5510,,,Hotels and Inn 酒店賓館,https://www.canadayp.ca/north-york/local-business/heritage-inn
Home Outfitters,416-640-0601,,,Department Stores 百貨公司,https://www.canadayp.ca/north-york/local-business/home-outfitters
Hooraiya Japenese Restaurant,416-221-7764,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/hooraiya-japenese-restaurant
Howard Johnson Hotel,416-636-4656,,,Hotels and Inn 酒店賓館,https://www.canadayp.ca/north-york/local-business/howard-johnson-hotel
I & D Autobody And Collision Centre Ltd,416-787-9595,,,Car Repair 汽車維修,https://www.canadayp.ca/north-york/local-business/i-d-autobody-and-collision-centre-ltd
IKEA,416-222-4532,,,"Furniture 傢俱, Lighting 燈飾照明",https://www.canadayp.ca/north-york/local-business/ikea
Irving's Plumbing Supplies,416-492-6444,,,Plumbing (Household) 水管工程 (家居),https://www.canadayp.ca/north-york/local-business/irvings-plumbing-supplies
K O Car Care(Car Cleaning&Sales Centre),416-398-7447,,,Car Repair 汽車維修,https://www.canadayp.ca/north-york/local-business/k-o-car-care28car-cleaningsales-centre29
Katsuya(原豬頭先生分店）,647-729-6161,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/katsuya28原豬頭先生分店）
La Seta,416-742-4047,,,Boutiques 時裝店,https://www.canadayp.ca/north-york/local-business/la-seta
"Leung, Francis Architect",416-496-8253,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/north-york/local-business/leung-francis-architect
L.J. & Diamonds,416-385-1647,,,Jewellerys 珠寶飾物,https://www.canadayp.ca/north-york/local-business/lj-diamonds
Master Rim's Tae Kwan Do,416-229-9443,,,Martial Arts 武術健身,https://www.canadayp.ca/north-york/local-business/master-rims-tae-kwan-do
Max Chaudhary--移民律師,416-447-6118,,,Immigration Consultants 移民顧問,https://www.canadayp.ca/north-york/local-business/max-chaudhary-移民律師
Merveille Health & Beauty Spa,416-385-8033,,,"Beauty Products 美容化妝, Beauty Salon 美容院, Spa 水療中心",https://www.canadayp.ca/north-york/local-business/merveille-health-beauty-spa
NAOT Store Sandals and Shoes,416-496-9116,,,Boutiques 時裝店,https://www.canadayp.ca/north-york/local-business/naot-store-sandals-and-shoes
Napoli Vince’s Pizza,(416) 223-3810,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/napoli-vince’s-pizza
Nome Izakaya,647-347-7937,,,"Japanese Restaurants 日本餐館, Restaurants Japanese 日本餐館",https://www.canadayp.ca/north-york/local-business/nome-izakaya
North End Tire & Auto Centre Inc,416-741-2097,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/north-york/local-business/north-end-tire-auto-centre-inc
North YorkTire Auto,416-243-2255,,,Tires and Accessories 汽車輪胎及配件,https://www.canadayp.ca/north-york/local-business/north-yorktire-auto
OfficeTeam,416-226-1051,,,Employment Agencies 職業介绍所,https://www.canadayp.ca/north-york/local-business/officeteam
Pizza Hut,(416) 784-2922,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/pizza-hut
Pizza Hut,(416) 241-6006,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/pizza-hut-16026
Pizza Hut,(416) 385-7805,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/pizza-hut-16028
Pizza Nova,(416) 512-6439,,,Pizza Restaurants 薄餅店,https://www.canadayp.ca/north-york/local-business/pizza-nova
Prima Pest Services,416-836-5293,,,Pest Control 滅蟲滅鼠,https://www.canadayp.ca/north-york/local-business/prima-pest-services
Red Lobster (北約克),416-785-7930,,,"Restaurant Western 西式餐館, Western Restaurant 西式餐館",https://www.canadayp.ca/north-york/local-business/red-lobster-28北約克29
Riskcheck Environmental Ltd,416-640-2444,,,"Renovations 裝修, Renovations Design 裝修設計工程",https://www.canadayp.ca/north-york/local-business/riskcheck-environmental-ltd
Securitas Canada Ltd,416-774-2500,,,"Security (Commercial) 保安設備 (商業), Security (Household) 保安設備 (家居), Locksmith 門鎖開鎖",https://www.canadayp.ca/north-york/local-business/securitas-canada-ltd
Seneca College,416-493-4144,,,College 學院,https://www.canadayp.ca/north-york/local-business/seneca-college-19029
Seven Yummy Garden 老七小炒,647-288-8899,,,"Chinese Restaurants 酒樓飯店, Restaurants Chinese Style 酒樓飯店",https://www.canadayp.ca/north-york/local-business/seven-yummy-garden-老七小炒
Spectrum Telecom Bell Mobility,416-235-2888,,,"Telecommunications Equipments 電訊設備, Telecommunications Agents 電訊代理",https://www.canadayp.ca/north-york/local-business/spectrum-telecom-bell-mobility
Spherion,416-250-1500,,,Employment Agencies 職業介绍所,https://www.canadayp.ca/north-york/local-business/spherion
